"","version_season","full_name","age_during_show","race","poc","date_of_birth","date_of_death","occupation","gender","ethnicity","personality_type_binary","episode","days_survived","order","contestant_count","result","city","state","region","NE","South","West","Midwest"
"307","US18","Sierra Reed",23,NA,"White",1985-09-29,NA,"Model","Female","White","Introvert",11,30,10,16,"9th voted out","Los Angeles","California","West",0,0,1,0
"308","US18","Debra Beebe",46,NA,"White",1962-09-28,NA,"Middle School Principal","Female","White","Extrovert",12,33,11,16,"10th voted out","Auburn","Alabama","South",0,1,0,0
"309","US18","Benjamin Wade",37,NA,"White",1971-09-18,NA,"Soccer Coach/Musician","Male","White","Extrovert",13,36,12,16,"11th voted out","Bolivar","Missouri","Midwest",0,0,0,1
"310","US18","Tamara Johnson-George",37,"Black","POC",1971-04-29,NA,"Former Pop Star","Female","Black","Extrovert",14,37,13,16,"12th voted out","Nashville","Tennessee","South",0,1,0,0
"311","US18","Erinn Lobdell",26,NA,"White",1982-10-21,NA,"Hairstylist","Female","White","Extrovert",14,38,14,16,"13th voted out","Milwaukee","Wisconsin","Midwest",0,0,0,1
"312","US18","Stephen Fishbach",29,"White","White",1979-01-24,NA,"Corporate Consultant","Male","White","Introvert",15,39,15,16,"Runner-up","New York City","New York","Northeast",1,0,0,0
"313","US18","James Thomas Jr.",24,NA,"White",1984-06-23,NA,"Cattle Rancher","Male","White","Extrovert",15,39,16,16,"Sole Survivor","Mobile","Alabama","South",0,1,0,0
"314","US19","Marisa Calihan",26,NA,"White",1983-07-26,NA,"Student","Female","White","Introvert",1,3,1,20,"1st voted out","Cincinnati","Ohio","Midwest",0,0,0,1
"315","US19","Mike Borassi",62,NA,"White",1947-03-13,NA,"Personal Chef","Male","White","Extrovert",2,5,2,20,"Medically evacuated","Marina del Rey","California","West",0,0,1,0
"316","US19","Betsy Bolan",48,NA,"White",1961-03-20,NA,"Police Officer","Female","White","Extrovert",2,6,3,20,"2nd voted out","Campton","New Hampshire","Northeast",1,0,0,0
"317","US19","Ben Browning",28,NA,"White",1980-08-28,NA,"Bar Manager","Male","White","Extrovert",3,8,4,20,"3rd voted out","Los Angeles","California","West",0,0,1,0
"318","US19","Yasmin Giles",33,"Black","POC",1975-08-29,NA,"Hairstylist","Female","Black","Extrovert",4,11,5,20,"4th voted out","Los Angeles","California","West",0,0,1,0
"319","US19","Ashley Trainer",22,NA,"White",1987-02-27,NA,"Spa Sales","Female","White","Extrovert",5,14,6,20,"5th voted out","Maple Grove","Minnesota","Midwest",0,0,0,1
"320","US19","Russell Swan",42,"Black","POC",1967-02-17,NA,"Attorney","Male","Black","Extrovert",6,15,7,20,"Medically evacuated","Glenside","Pennsylvania","Northeast",1,0,0,0
"321","US19","Elizabeth Kim",33,"Asian","POC",1975-11-24,NA,"Urban Planner","Female","Asian","Introvert",7,18,8,20,"6th voted out","New York City","New York","Northeast",1,0,0,0
"322","US19","Erik Cardona",28,NA,"POC",1981-04-13,NA,"Bartender","Male",NA,"Extrovert",8,21,9,20,"7th voted out","Los Angeles","California","West",0,0,1,0
"323","US19","Kelly Sharbaugh",25,NA,"White",1983-12-26,NA,"Hairstylist","Female","White","Introvert",9,24,10,20,"8th voted out","San Diego","California","West",0,0,1,0
"324","US19","Laura Morett",39,NA,"White",1969-07-30,NA,"Office Manager;Fitness Instructor","Female","White","Extrovert",10,27,11,20,"9th voted out","Salem","Oregon","West",0,0,1,0
"325","US19","John Fincher",25,NA,"POC",1983-08-16,NA,"Rocket Scientist","Male",NA,"Introvert",12,30,12,20,"10th voted out","Santa Monica","California","West",0,0,1,0
"326","US19","Dave Ball",38,NA,"White",1970-08-13,NA,"Fitness Instructor","Male","White","Introvert",13,31,13,20,"11th voted out","Los Angeles","California","West",0,0,1,0
"327","US19","Monica Padilla",25,NA,"POC",1984-07-14,NA,"Law Student","Female",NA,"Extrovert",13,33,14,20,"12th voted out","San Diego","California","West",0,0,1,0
"328","US19","Shannon Waters",45,NA,"White",1964-04-25,NA,"Sales","Female","White","Extrovert",14,36,15,20,"13th voted out","Renton","Washington","West",0,0,1,0
"329","US19","Jaison Robinson",28,"Black","POC",1980-09-25,NA,"Law Student","Male","Black","Introvert",15,37,16,20,"14th voted out","Chicago","Illinois","Midwest",0,0,0,1
"330","US19","Brett Clouser",23,NA,"White",1985-12-27,NA,"T-Shirt Designer","Male","White","Introvert",15,38,17,20,"15th voted out","Los Angeles","California","West",0,0,1,0
"331","US19","Mick Trimming",33,NA,"White",1976-05-10,NA,"Doctor","Male","White","Introvert",16,39,18,20,"2nd runner-up","Los Angeles","California","West",0,0,1,0
"332","US19","Russell Hantz",36,NA,"White",1972-10-10,NA,"Oil Company Owner","Male","White","Extrovert",16,39,19,20,"Runner-up","Dayton","Texas","South",0,1,0,0
"333","US19","Natalie White",26,NA,"White",1983-04-22,NA,"Pharmaceutical Sales","Female","White","Introvert",16,39,20,20,"Sole Survivor","Van Buren","Arkansas","South",0,1,0,0
"334","US20","Jerri Manthey",38,NA,"White",1970-09-05,NA,"Aspiring Actress","Female","White","Extrovert",14,38,17,20,"17th voted out","Los Angeles","California","West",0,0,1,0
"335","US20","Colby Donaldson",35,NA,"White",1974-04-01,NA,"Auto Customizer","Male","White","Introvert",14,37,16,20,"16th voted out","Los Angeles","California","West",0,0,1,0
"336","US20","Rob Mariano",33,NA,"White",1975-12-25,NA,"Construction Worker","Male","White","Extrovert",7,18,8,20,"8th voted out","Pensacola","Florida","South",0,1,0,0
"337","US20","Rupert Boneham",45,NA,"White",1964-01-27,NA,"Troubled Teens Mentor","Male","White","Extrovert",13,36,15,20,"15th voted out","Indianapolis","Indiana","Midwest",0,0,0,1
"338","US20","Sandra Diaz-Twine",35,NA,"POC",1974-07-30,NA,"Office Assistant;Case Manager","Female",NA,"Extrovert",15,39,20,20,"Sole Survivor","Fayetteville","North Carolina","South",0,1,0,0
"339","US20","Stephenie LaGrossa",29,NA,"White",1979-12-06,NA,"Pharmaceutical Sales Representative","Female","White","Extrovert",2,6,2,20,"2nd voted out","Philadelphia","Pennsylvania","Northeast",1,0,0,0
"340","US20","Tom Westman",45,NA,"White",1964-01-04,NA,"NYC Firefighter;Motivational Speaker","Male","White","Extrovert",5,14,5,20,"5th voted out","New York City","New York","Northeast",1,0,0,0
"341","US20","Cirie Fields",39,"Black","POC",1970-07-18,NA,"Nurse","Female","Black","Extrovert",4,11,4,20,"4th voted out","Norwalk","Connecticut","Northeast",1,0,0,0
"342","US20","Danielle DiLorenzo",28,NA,"White",1981-06-03,NA,"Medical Sales Rep.","Female","White","Extrovert",12,33,14,20,"14th voted out","Los Angeles","California","West",0,0,1,0
"343","US20","Parvati Shallow",26,"White","White",1982-09-21,NA,"Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker","Female","White","Extrovert",15,39,19,20,"Runner-up","Los Angeles","California","West",0,0,1,0
"344","US20","James Clement",32,"Black","POC",1977-03-09,NA,"Gravedigger","Male","Black","Introvert",6,15,7,20,"7th voted out","Lafayette","Louisiana","South",0,1,0,0
"345","US20","Amanda Kimmel",25,NA,"White",1984-08-03,NA,"Hiking Guide;Aspiring Designer","Female","White","Introvert",11,30,12,20,"12th voted out","Los Angeles","California","West",0,0,1,0
"346","US20","Courtney Yates",28,NA,"White",1981-03-26,NA,"Waitress","Female","White","Extrovert",9,24,10,20,"10th voted out","New York City","New York","Northeast",1,0,0,0
"347","US20","Randy Bailey",50,NA,"White",1959-03-31,NA,"Wedding Videographer","Male","White","Introvert",3,8,3,20,"3rd voted out","Austin","Texas","South",0,1,0,0
"348","US20","Jessica Kiper",30,NA,"White",1979-02-22,NA,"Pin-Up Model","Female","White","Extrovert",1,3,1,20,"1st voted out","Los Angeles","California","West",0,0,1,0
"349","US20","Tyson Apostol",30,NA,"White",1979-06-17,NA,"Former Professional Cyclist/Missionary;Shop Manager","Male","White","Extrovert",6,15,6,20,"6th voted out","Heber City","Utah","West",0,0,1,0
"350","US20","Benjamin Wade",38,NA,"White",1971-09-18,NA,"Soccer Coach/Musician","Male","White","Extrovert",8,21,9,20,"9th voted out","Susanville","California","West",0,0,1,0
"351","US20","James Thomas Jr.",25,NA,"White",1984-06-23,NA,"Cattle Rancher","Male","White","Extrovert",10,27,11,20,"11th voted out","Mobile","Alabama","South",0,1,0,0
"352","US20","Russell Hantz",36,NA,"White",1972-10-10,NA,"Oil Company Owner","Male","White","Extrovert",15,39,18,20,"2nd Runner-up","Dayton","Texas","South",0,1,0,0
"353","US20","Candice Woodcock",26,NA,NA,NA,NA,NA,NA,NA,NA,12,31,13,20,"13th voted out","Washington","D.C.","Midwest",0,0,0,1
"354","US21","Wendy-Jo DeSmidt-Kohlhoff",48,NA,"White",1961-12-13,NA,"Goat Rancher","Female","White","Introvert",1,3,1,20,"1st voted out","Fromberg","Montana","West",0,0,1,0
"355","US21","Shannon Elkins",30,NA,"White",1979-12-04,NA,"Pest Control Company Owner","Male","White","Extrovert",2,6,2,20,"2nd voted out","Lafayette","Louisiana","South",0,1,0,0
"356","US21","Jimmy Johnson",67,NA,"White",1943-07-16,NA,"Former NFL Coach","Male","White","Extrovert",3,8,3,20,"3rd voted out","Islamorada","Florida","South",0,1,0,0
"357","US21","James Tarantino",48,NA,"White",1962-09-07,NA,"Commercial Fisherman","Male","White","Extrovert",4,11,4,20,"4th voted out","Gloucester","Massachusetts","Northeast",1,0,0,0
"358","US21","Tyrone Davis",42,"Black","POC",1967-09-24,NA,"Fire Captain","Male","Black","Extrovert",5,14,5,20,"5th voted out","Inglewood","California","West",0,0,1,0
"359","US21","Kelly Bruno",26,NA,"White",1984-03-23,NA,"Medical Student","Female","White","Introvert",6,15,6,20,"6th voted out","Durham","North Carolina","South",0,1,0,0
"360","US21","Yve Rojas",41,NA,"POC",1969-03-09,NA,"Homemaker","Female",NA,"Introvert",6,15,7,20,"7th voted out","Kansas City","Missouri","Midwest",0,0,0,1
"361","US21","Jill Behm",43,NA,"White",1967-01-18,NA,"ER Doctor","Female","White","Introvert",7,18,8,20,"8th voted out","Erie","Pennsylvania","Northeast",1,0,0,0
"362","US21","Alina Wilson",23,NA,"White",1987-02-20,NA,"Art Student","Female","White","Introvert",8,22,9,20,"9th voted out","Downey","California","West",0,0,1,0
"363","US21","Marty Piombo",48,NA,"White",1961-11-11,NA,"Technology Executive","Male","White","Extrovert",9,24,10,20,"10th voted out","Mill Valley","California","West",0,0,1,0
"364","US21","Brenda Lowe",27,"Asian","POC",1982-11-03,NA,"Paddleboard Company Owner","Female","Asian","Introvert",10,27,11,20,"11th voted out","Miami","Florida","South",0,1,0,0
"365","US21","NaOnka Mixon",27,"Black","POC",1983-02-17,NA,"PE Teacher","Female","Black","Extrovert",11,28,12,20,"Quit","Los Angeles","California","West",0,0,1,0
"366","US21","Kelly Shinn",20,NA,"White",1990-05-05,NA,"Nursing Student","Female","White","Extrovert",12,28,13,20,"Quit","Mesa","Arizona","West",0,0,1,0
"367","US21","Ben Henry",24,NA,"White",1986-06-25,NA,"Club Promoter","Male","White","Extrovert",13,32,14,20,"12th voted out","Los Angeles","California","West",0,0,1,0
"368","US21","Jane Bright",56,NA,"White",1953-12-13,NA,"Dog Trainer","Female","White","Introvert",14,36,15,20,"13th voted out","Jackson Springs","North Carolina","South",0,1,0,0
"369","US21","Dan Lembo",63,NA,"White",1946-11-05,NA,"Real Estate Executive","Male","White","Introvert",15,37,16,20,"14th voted out","Water Mill","New York","Northeast",1,0,0,0
"370","US21","Holly Hoffman",44,NA,"White",1966-03-15,NA,"Swim Coach","Female","White","Extrovert",15,38,17,20,"15th voted out","Eureka","South Dakota","Midwest",0,0,0,1
"371","US21","Matthew Lenahan",30,"Black","POC",1979-11-22,NA,"Real Estate Broker","Male","Black","Extrovert",16,39,18,20,"2nd runner-up","New York City","New York","Northeast",1,0,0,0
"372","US21","Chase Rice",24,NA,"White",1985-09-19,NA,"Pro Racecar Jackman","Male","White","Introvert",16,39,19,20,"Runner-up","Fairview","North Carolina","South",0,1,0,0
"373","US21","Jud Birza",21,NA,"White",1989-06-12,NA,"Student","Male","White","Extrovert",16,39,20,20,"Sole Survivor","Venice","California","West",0,0,1,0
"374","US22","Rob Mariano",34,NA,"White",1975-12-25,NA,"Construction Worker","Male","White","Extrovert",15,39,20,18,"Sole Survivor","Pensacola","Florida","South",0,1,0,0
"375","US22","Russell Hantz",37,NA,"White",1972-10-10,NA,"Oil Company Owner","Male","White","Extrovert",3,8,3,18,"3rd voted out","Dayton","Texas","South",0,1,0,0
"376","US22","Francesca Hogi",36,"Black","POC",1973-11-03,NA,"Attorney","Female","Black","Introvert",1,3,1,18,"1st voted out","Washington","D.C.","Midwest",0,0,0,1
"377","US22","Matt Elrod",22,NA,"White",1988-10-02,NA,"Pre-Med Student","Male","White","Introvert",2,5,2,18,"2nd voted out","Nashville","Tennessee","South",0,1,0,0
"378","US22","Matt Elrod",22,NA,"White",1988-10-02,NA,"Pre-Med Student","Male","White","Introvert",8,21,8,18,"8th voted out","Nashville","Tennessee","South",0,1,0,0
"379","US22","Kristina Kell",46,NA,"White",1964-12-26,NA,"Law Student","Female","White","Introvert",4,11,4,18,"4th voted out","Malibu","California","West",0,0,1,0
"380","US22","Krista Klumpp",25,NA,"White",1985-07-27,NA,"Pharmaceutical Representative","Female","White","Introvert",5,13,5,18,"5th voted out","Columbia","South Carolina","South",0,1,0,0
"381","US22","Stephanie Valencia",26,NA,"POC",1985-02-03,NA,"Waitress","Female",NA,"Extrovert",6,16,6,18,"6th voted out","Long Beach","California","West",0,0,1,0
"382","US22","Sarita White",36,NA,"White",1974-10-02,NA,"Visual Effects Producer","Female","White","Introvert",7,18,7,18,"7th voted out","Santa Monica","California","West",0,0,1,0
"383","US22","Mike Chiesl",31,NA,"White",1979-09-15,NA,"Iraq War Veteran","Male","White","Introvert",9,22,9,18,"9th voted out","Del Mar","California","West",0,0,1,0
"384","US22","David Murphy",31,NA,"White",1979-07-16,NA,"Defense Attorney","Male","White","Introvert",9,24,10,18,"10th voted out","West Hollywood","California","West",0,0,1,0
"385","US22","Julie Wolfe",50,NA,"White",1960-05-11,NA,"Firefighter","Female","White","Introvert",10,27,11,18,"11th voted out","Oceanside","California","West",0,0,1,0
"386","US22","Ralph Kiser",45,NA,"White",1965-10-27,2022-04-20,"Farmer","Male","White","Extrovert",11,30,12,18,"12th voted out","Lebanon","Virginia","South",0,1,0,0
"387","US22","Steve Wright",51,NA,"White",1959-04-08,NA,"Ex-NFL Player","Male","White","Introvert",11,30,13,18,"13th voted out","Huntington Beach","California","West",0,0,1,0
"388","US22","Andrea Boehlke",21,NA,"White",1989-05-10,NA,"Student;Entertainment Host/Writer","Female","White","Extrovert",12,32,14,18,"14th voted out","Random Lake","Wisconsin","Midwest",0,0,0,1
"389","US22","Andrea Boehlke",21,NA,"White",1989-05-10,NA,"Student;Entertainment Host/Writer","Female","White","Extrovert",14,37,16,18,"16th voted out","Random Lake","Wisconsin","Midwest",0,0,0,1
"390","US22","Grant Mattos",29,NA,"White",1981-03-12,NA,"Ex-NFL Player","Male","White","Introvert",13,35,15,18,"15th voted out","West Hollywood","California","West",0,0,1,0
"391","US22","Ashley Underwood",25,NA,"White",1985-02-08,NA,"Nurse","Female","White","Extrovert",14,38,17,18,"17th voted out","Benton","Maine","Northeast",1,0,0,0
"392","US22","Natalie Tenerelli",19,NA,"White",1991-05-06,NA,"Professional Dancer","Female","White","Introvert",15,39,18,18,"2nd runner-up","Acton","California","West",0,0,1,0
"393","US22","Phillip Sheppard",52,"Black","POC",1958-03-12,NA,"Former Federal Agent;Software Sales","Male","Black","Extrovert",15,39,19,18,"Runner-up","Santa Monica","California","West",0,0,1,0
"394","US23","Oscar Lusth",29,"Mexican American","POC",1981-08-23,NA,"Waiter;Photographer","Male","Mexican American","Introvert",7,18,7,18,"7th voted out","Venice","California","West",0,0,1,0
"395","US23","Oscar Lusth",29,"Mexican American","POC",1981-08-23,NA,"Waiter;Photographer","Male","Mexican American","Introvert",9,22,9,18,"9th voted out","Venice","California","West",0,0,1,0
"396","US23","Oscar Lusth",29,"Mexican American","POC",1981-08-23,NA,"Waiter;Photographer","Male","Mexican American","Introvert",15,38,17,18,"17th voted out","Venice","California","West",0,0,1,0
"397","US23","Benjamin Wade",39,NA,"White",1971-09-18,NA,"Soccer Coach/Musician","Male","White","Extrovert",16,39,19,18,"Runner-up","Susanville","California","West",0,0,1,0
"398","US23","Semhar Tadesse",24,"Black","POC",1986-09-12,NA,"Spoken Word Artist","Female","Black","Extrovert",1,3,1,18,"1st voted out","Los Angeles","California","West",0,0,1,0
"399","US23","Christine Shields Markoski",39,NA,"POC",1971-06-17,NA,"Teacher","Female",NA,"Extrovert",2,5,2,18,"2nd voted out","Merrick","New York","Northeast",1,0,0,0
"400","US23","Mark Caruso",48,NA,"White",1963-07-07,NA,"Retired NYPD Detective","Male","White","Extrovert",3,8,3,18,"3rd voted out","Forest Hills","New York","Northeast",1,0,0,0
"401","US23","Stacey Powell",44,"Black","POC",1967-11-21,NA,"Mortician","Female","Black","Introvert",4,11,4,18,"4th voted out","Grand Prairie","Texas","South",0,1,0,0
"402","US23","Elyse Umemoto",27,"Asian","POC",1984-05-10,NA,"Dance Team Manager","Female","Asian","Extrovert",5,14,5,18,"5th voted out","Las Vegas","Nevada","Midwest",0,0,0,1
"403","US23","Mikayla Wingle",22,NA,"White",1989-05-31,NA,"Lingerie Football Player","Female","White","Introvert",6,16,6,18,"6th voted out","Tampa","Florida","South",0,1,0,0
"404","US23","Keith Tollefson",26,NA,"White",1985-10-01,NA,"Water Treatment Tech","Male","White","Introvert",8,21,8,18,"8th voted out","Edina","Minnesota","Midwest",0,0,0,1
"405","US23","Jim Rice",35,NA,"White",1975-09-14,NA,"Medical Marijuana Dispenser","Male","White","Extrovert",9,24,10,18,"10th voted out","Denver","Colorado","West",0,0,1,0
"406","US23","Dawn Meehan",41,NA,"White",1970-06-29,NA,"English Professor","Female","White","Extrovert",10,27,11,18,"11th voted out","South Jordan","Utah","West",0,0,1,0
"407","US23","Whitney Duncan",27,NA,"White",1984-08-03,NA,"Country Music Singer","Female","White","Extrovert",10,27,12,18,"12th voted out","Nashville","Tennessee","South",0,1,0,0
"408","US23","John Cochran",24,"White","White",1987-01-17,NA,"Harvard Law Student","Male","White","Introvert",12,30,13,18,"13th voted out","Washington","D.C.","Midwest",0,0,0,1
"409","US23","Edna Ma",35,"Asian","POC",1975-08-22,NA,"Anesthesiologist","Female","Asian","Introvert",13,32,14,18,"14th voted out","Los Angeles","California","West",0,0,1,0
"410","US23","Brandon Hantz",19,NA,"White",1991-10-15,NA,"Oil Tanker Crewman;Chemical Disposal","Male","White","Extrovert",14,35,15,18,"15th voted out","Katy","Texas","South",0,1,0,0
"411","US23","Rick Nelson",51,NA,"White",1959-10-24,NA,"Rancher","Male","White","Introvert",15,37,16,18,"16th voted out","Aurora","Utah","West",0,0,1,0
"412","US23","Albert Destrade",26,"Black","POC",1985-03-31,NA,"Baseball/Dating Coach­­­­","Male","Black","Extrovert",16,39,18,18,"2nd runner-up","Plantation","Florida","South",0,1,0,0
"413","US23","Sophie Clarke",22,NA,"White",1989-07-10,NA,"Medical Student;Healthcare Consultant","Female","White","Introvert",16,39,20,18,"Sole Survivor","Willsboro","New York","Northeast",1,0,0,0
"414","US24","Kourtney Moon",29,NA,"White",1982-02-27,NA,"Motorcycle Repair","Female","White","Introvert",1,3,1,18,"Medically evacuated","Austin","Texas","South",0,1,0,0
"415","US24","Nina Acosta",51,NA,"White",1960-04-03,NA,"Retired LAPD Officer","Female","White","Introvert",2,5,2,18,"1st voted out","Clovis","California","West",0,0,1,0
"416","US24","Matt Quinlan",33,NA,"White",1978-04-05,NA,"Attorney","Male","White","Extrovert",3,8,3,18,"2nd voted out","San Francisco","California","West",0,0,1,0
"417","US24","Bill Posley",28,"Black","POC",1983-09-28,NA,"Stand-Up Comedian","Male","Black","Extrovert",4,11,4,18,"3rd voted out","Venice","California","West",0,0,1,0
"418","US24","Monica Culpepper",41,NA,"White",1970-06-15,NA,"Ex-NFL Player's Wife;Homemaker","Female","White","Extrovert",5,14,5,18,"4th voted out","Tampa","Florida","South",0,1,0,0
"419","US24","Colton Cumbie",21,NA,"White",1990-11-22,NA,"Student;Student Teacher","Male","White","Extrovert",6,16,6,18,"Medically evacuated","Monroeville","Alabama","South",0,1,0,0
"420","US24","Jonas Otsuji",37,"Asian","POC",1974-03-25,NA,"Sushi Chef","Male","Asian","Extrovert",7,20,7,18,"5th voted out","Lehi","Utah","West",0,0,1,0
"421","US24","Michael Jefferson",30,NA,"White",1981-08-29,NA,"Banker","Male","White","Introvert",8,22,8,18,"6th voted out","Seattle","Washington","West",0,0,1,0
"422","US24","Jay Byars",25,NA,"White",1986-11-05,NA,"Model","Male","White","Introvert",9,25,9,18,"7th voted out","Gaffney","South Carolina","South",0,1,0,0
"423","US24","Leif Manson",27,NA,"White",1984-02-01,NA,"Phlebotomist","Male","White","Introvert",10,27,10,18,"8th voted out","San Diego","California","West",0,0,1,0
"424","US24","Troy Robertson",50,NA,"White",1961-07-30,NA,"Swimsuit Photographer","Male","White","Extrovert",11,30,11,18,"9th voted out","Miami","Florida","South",0,1,0,0
"425","US24","Kat Edorsson",22,NA,"White",1989-06-22,NA,"Timeshare Representative;Full Time Student/Sales","Female","White","Extrovert",12,33,12,18,"10th voted out","Orlando","Florida","South",0,1,0,0
"426","US24","Greg Smith",64,NA,"White",1947-12-12,NA,"Plastic Surgeon","Male","White","Introvert",13,36,13,18,"11th voted out","Houston","Texas","South",0,1,0,0
"427","US24","Alicia Rosa",25,NA,"POC",1987-01-11,NA,"Special Education Teacher","Female",NA,"Extrovert",14,37,14,18,"12th voted out","Chicago","Illinois","Midwest",0,0,0,1
"428","US24","Christina Cha",29,"Asian","POC",1982-09-26,NA,"Career Consultant","Female","Asian","Introvert",14,38,15,18,"13th voted out","Hollywood","California","West",0,0,1,0
"429","US24","Chelsea Meissner",26,NA,"White",1985-06-13,NA,"Medical Sales","Female","White","Introvert",15,39,16,18,"2nd runner-up","Charleston","South Carolina","South",0,1,0,0
"430","US24","Sabrina Thompson",33,"Black","POC",1978-03-06,NA,"High School Teacher","Female","Black","Extrovert",15,39,17,18,"Runner-up","Brooklyn","New York","Northeast",1,0,0,0
"431","US24","Kim Spradlin",29,NA,NA,NA,NA,NA,NA,NA,NA,15,39,18,18,"Sole Survivor","San Antonio","Texas","South",0,1,0,0
"432","US25","Michael Skupin",50,NA,"White",1962-01-29,NA,"Software Publisher;Part-Time Professional Speaker","Male","White","Extrovert",15,39,17,18,"Co-runner-up","White Lake","Michigan","Midwest",0,0,0,1
"433","US25","Jonathan Penner",50,"White","White",1962-03-05,NA,"Writer","Male","White","Extrovert",11,30,12,18,"11th voted out","Los Angeles","California","West",0,0,1,0
"434","US25","Russell Swan",45,"Black","POC",1967-02-17,NA,"Attorney","Male","Black","Extrovert",4,10,4,18,"4th voted out","Glenside","Pennsylvania","Northeast",1,0,0,0
"435","US25","Zane Knight",28,NA,"White",1984-02-20,NA,"Tire Repair","Male","White","Extrovert",1,3,1,18,"1st voted out","Danville","Virginia","South",0,1,0,0
"436","US25","Roxanne Morris",28,"Black","POC",1984-06-03,NA,"Seminary Student","Female","Black","Extrovert",2,6,2,18,"2nd voted out","Brooklyn","New York","Northeast",1,0,0,0
"437","US25","Angie Layton",20,NA,"White",1991-10-08,NA,"Model/Student","Female","White","Introvert",3,8,3,18,"3rd voted out","Provo","Utah","West",0,0,1,0
"438","US25","Dana Lambert",32,NA,"White",1979-12-13,NA,"Cosmetologist","Female","White","Introvert",5,12,5,18,"Quit","Winston-Salem","North Carolina","South",0,1,0,0
"439","US25","Sarah Dawson",28,"Black","POC",1983-11-15,NA,"Insurance Sales","Female","Black","Extrovert",5,13,6,18,"5th voted out","Silver Spring","Maryland","South",0,1,0,0
"440","US25","Katie Hanson",22,NA,"White",1989-11-29,NA,"Former Miss Delaware","Female","White","Extrovert",6,16,7,18,"6th voted out","Newark","Delaware","South",0,1,0,0
"441","US25","Roberta Saint-Amour",27,NA,"White",1985-05-10,NA,"Investment Banker","Female","White","Extrovert",7,19,8,18,"7th voted out","New York City","New York","Northeast",1,0,0,0
"442","US25","Jeff Kent",44,NA,"White",1968-03-07,NA,"Retired MLB Player","Male","White","Introvert",8,22,9,18,"8th voted out","Austin","Texas","South",0,1,0,0
"443","US25","Artis Silvester",53,"Black","POC",1959-04-18,NA,"Computer Engineer","Male","Black","Introvert",9,25,10,18,"9th voted out","Terrytown","Louisiana","South",0,1,0,0
"444","US25","Peter Yurkowski",24,NA,"White",1988-03-03,NA,"Engineering Graduate","Male","White","Introvert",10,27,11,18,"10th voted out","Holmdel","New Jersey","Northeast",1,0,0,0
"445","US25","Carter Williams",23,NA,"White",1987-05-26,NA,"Track Coach","Male","White","Introvert",12,33,13,18,"12th voted out","Shawnee","Kansas","Midwest",0,0,0,1
"446","US25","Abi-Maria Gomes",32,"Brazilian","POC",1979-10-21,NA,"Business Student","Female","Brazilian","Extrovert",13,36,14,18,"13th voted out","Los Angeles","California","West",0,0,1,0
"447","US25","Malcolm Freberg",25,NA,"White",1987-05-07,NA,"Bartender","Male","White","Extrovert",14,38,15,18,"14th voted out","Hermosa Beach","California","West",0,0,1,0
"448","US25","Lisa Whelchel",49,NA,"White",1963-05-29,NA,"Former TV Teen Star","Female","White","Introvert",15,39,16,18,"Co-runner-up","Dallas","Texas","South",0,1,0,0
"449","US25","Denise Stapley",41,NA,"White",1971-01-01,NA,"Sex Therapist","Female","White","Introvert",15,39,18,18,"Sole Survivor","Cedar Rapids","Iowa","Midwest",0,0,0,1
"450","US26","Erik Reichenbach",27,NA,"White",1985-11-27,NA,"Ice Cream Scooper;Comic Book Artist","Male","White","Introvert",13,36,16,20,"Medically evacuated","Santa Clarita","California","West",0,0,1,0
"451","US26","Corinne Kaplan",33,"White","White",1979-01-17,NA,"Pharmaceutical Sales;Clinical Consultant","Female","White","Extrovert",8,22,9,20,"8th voted out","Los Angeles","California","West",0,0,1,0
"452","US26","Brenda Lowe",29,"Asian","POC",1982-11-03,NA,"Paddleboard Company Owner","Female","Asian","Introvert",13,36,15,20,"14th voted out","Miami","Florida","South",0,1,0,0
"453","US26","Francesca Hogi",38,"Black","POC",1973-11-03,NA,"Attorney","Female","Black","Introvert",1,3,1,20,"1st voted out","Brooklyn","New York","Northeast",1,0,0,0
"454","US26","Andrea Boehlke",23,NA,"White",1989-05-10,NA,"Student;Entertainment Host/Writer","Female","White","Extrovert",12,33,14,20,"13th voted out","New York City","New York","Northeast",1,0,0,0
"455","US26","Phillip Sheppard",54,"Black","POC",1958-03-12,NA,"Former Federal Agent;Software Sales","Male","Black","Extrovert",10,28,11,20,"10th voted out","Santa Monica","California","West",0,0,1,0
"456","US26","Dawn Meehan",42,NA,"White",1970-06-29,NA,"English Professor","Female","White","Extrovert",15,39,19,20,"Co-runner-up","South Jordan","Utah","West",0,0,1,0
"457","US26","John Cochran",25,"White","White",1987-01-17,NA,"Harvard Law Student","Male","White","Introvert",15,39,20,20,"Sole Survivor","Washington","D.C.","Midwest",0,0,0,1
"458","US26","Brandon Hantz",20,NA,"White",1991-10-15,NA,"Oil Tanker Crewman;Chemical Disposal","Male","White","Extrovert",5,13,6,20,"5th voted out","Katy","Texas","South",0,1,0,0
"459","US26","Malcolm Freberg",25,NA,"White",1987-05-07,NA,"Bartender","Male","White","Extrovert",11,30,12,20,"11th voted out","Hermosa Beach","California","West",0,0,1,0
"460","US26","Alexandra Pohevitz",25,NA,"White",1987-12-24,NA,"Bartender","Female","White","Extrovert",2,5,2,20,"2nd voted out","Oceanside","New York","Northeast",1,0,0,0
